candidate,twitter_handle,twitter_handle2,state,district,office_type,race_type,race_primary_election_date,primary_status,primary_runoff_status,general_status,partisan_lean,primary_pctg,won_primary,race,veteran,lgbtq,elected_official,self_funder,stem,obama_alum,dem_party_support,emily_endorsed,gun_sense_candidate,biden_endorsed,warren_endorsed,sanders_endorsed,our_revolution_endorsed,justice_dems_endorsed,pccc_endorsed,indivisible_endorsed,wfp_endorsed,votevets_endorsed,no_labels_support,has_twitter,num_endorsements,gun_control_tweet_count,health_care_tweet_count,abortion_tweet_count,immigration_tweet_count,kavanaugh_tweet_count,education_tweet_count,jobs_tweet_count,tax_tweet_count,fake_news_tweet_count,environment_tweet_count,sexual_assault_tweet_count,gender_tweet_count,women_tweet_count,lgbt_tweet_count,freedom_tweet_count,trump_tweet_count,num_tweets,count_negative,count_neutral,count_positive,sentiment
Paul Ray,,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,1.38,No,,No,No,No,No,No,No,,,No,,No,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,
Richard Cordray,RichCordray,,OH,Governor of Ohio,Governor,Regular,5/8/18,Advanced,None,On the Ballot,-7.889999900000001,62.16,Yes,White,No,No,Yes,No,No,Yes,,,Yes,,Yes,,No,,,,,,,True,2,22,167,15,9,2,74,157,29,0,27,13,13,14,12,7,77,1913,582,364,967,2.4025091479351803
William O'Neill,billoneilloh,,OH,Governor of Ohio,Governor,Regular,5/8/18,Lost,None,None,-7.889999900000001,3.29,No,White,Yes,No,Yes,No,No,No,,,No,,No,,No,,,,,,,True,0,7,0,4,1,0,2,2,4,0,2,0,0,0,0,0,2,256,59,60,137,2.609375
Michael Milisits,MikeMilisits,,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,None,-8.4799995,7.400000099999999,No,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,5,5,0,0,1,0,6,8,0,2,0,0,0,0,0,12,102,33,33,36,2.0588235294117645
Robert Klepinger,,,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Lost,None,None,-8.4799995,25.6,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,
Theresa Gasper,theresa_gasper,GasperforOH10,OH,U.S. House Ohio District 10,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-8.4799995,67.019997,Yes,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,8,13,0,3,2,1,12,3,0,0,1,1,1,0,3,9,260,37,38,185,3.1384615384615384
Danny O'Connor,dannyoconnor1,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Advanced,None,On the Ballot,-13.63,40.939999,Yes,,No,No,Yes,No,No,No,,,Yes,,,,,No,,Yes,,,,True,2,4,30,1,3,0,0,11,7,0,0,0,0,0,0,1,15,939,85,106,748,3.412140575079872
Danny O'Connor,dannyoconnor1,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-13.63,40.52,Yes,,No,No,Yes,No,No,No,,,Yes,,,,,No,,Yes,,,,True,2,4,30,1,3,0,0,11,7,0,0,0,0,0,0,1,15,939,85,106,748,3.412140575079872
Doug Wilson,DougWilsonOH12,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,3.74,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,True,0,8,17,0,2,1,4,14,10,0,3,0,0,0,0,0,13,322,90,105,127,2.229813664596273
Doug Wilson,DougWilsonOH12,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,3.9400001,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,True,0,8,17,0,2,1,4,14,10,0,3,0,0,0,0,0,13,322,90,105,127,2.229813664596273
Ed Albertson,,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,7.860000099999999,No,,Yes,No,No,No,No,No,,,No,,,,,No,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,
Ed Albertson,,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,8.0799999,No,,Yes,No,No,No,No,No,,,No,,,,,No,,No,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,
Jackie Patton,PattonJackieB,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,14.02,No,,No,No,No,No,No,No,,,Yes,,,,,No,,No,,,,True,1,14,16,1,1,1,3,4,1,0,2,1,1,1,0,1,3,228,24,36,168,3.263157894736842
Jackie Patton,PattonJackieB,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,13.58,No,,No,No,No,No,No,No,,,Yes,,,,,No,,No,,,,True,1,14,16,1,1,1,3,4,1,0,2,1,1,1,0,1,3,228,24,36,168,3.263157894736842
John Peters,JPJohnPeters_4,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,1.49,No,,No,No,No,No,No,No,,,No,,,,,No,,No,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,16,14,39,2.6666666666666665
John Russell,heyjohnrussell,JCruss,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,16.700001,No,,No,No,No,No,No,No,,,Yes,,,,,Yes,,No,,,,True,2,37,29,3,6,4,5,44,6,0,11,0,0,0,0,3,22,788,146,185,457,2.7893401015228427
Zach Scott,ZachScottOhio,,OH,U.S. House Ohio District 12,Representative,Regular,5/8/18,Lost,None,None,-13.63,16.1,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,True,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,7,0,42,3.4285714285714284
Zach Scott,ZachScottOhio,,OH,U.S. House Ohio District 12,Representative,Special,5/8/18,Lost,None,None,-13.63,16.76,No,,No,No,Yes,No,No,No,,,No,,,,,No,,No,,,,True,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,7,0,42,3.4285714285714284
Rick Neal,Rick_Neal,,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-15.48,63.540001,Yes,,No,Yes,No,No,No,No,,,Yes,,,,,,,,,,,True,1,16,71,1,4,2,9,21,17,0,0,1,1,1,15,2,12,673,144,109,420,2.820208023774146
Rob Jarvis,robjarvis4ohio,,OH,U.S. House Ohio District 15,Representative,Regular,5/8/18,Lost,None,None,-15.48,36.459999,No,,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,17,27,1,20,0,14,27,13,2,6,0,0,1,1,3,101,634,199,194,241,2.132492113564669
Aaron Godfrey,godfreap,GodfreyForOH16,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,7.9099998,No,,No,No,No,No,Yes,No,,,Yes,,,,Yes,,,,,,,True,2,52,77,6,11,7,42,33,33,3,29,0,0,0,6,2,175,1983,564,446,973,2.4125063035804337
Grant Goodrich,GGGoodrich,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,28.059999,No,,Yes,No,No,No,No,No,,,Yes,,,,No,,,,,,,True,1,6,1,0,1,0,1,7,0,0,9,0,0,0,0,0,7,127,17,23,87,3.1023622047244093
John Wilson,,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,4.48,No,,No,No,No,No,No,No,,,No,,,,No,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,
Mark Dent,MDent4Congress,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,9.380000099999998,No,,Yes,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,17,19,1,4,0,0,3,4,0,0,1,1,1,1,0,5,196,59,41,96,2.377551020408163
Susan Moran Palmer,SusanPalmerOH,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-17.030001000000002,34.630001,Yes,,No,No,No,No,No,No,,,Yes,,,,No,,,,,,,True,1,11,38,0,6,3,4,20,3,0,2,1,1,1,1,0,26,323,72,48,203,2.8111455108359134
TJ Mulloy,TJMulloyOH,,OH,U.S. House Ohio District 16,Representative,Regular,5/8/18,Lost,None,None,-17.030001000000002,15.54,No,White,No,No,No,No,No,No,,,No,,,,No,,,,,,,True,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,9,60,14,18,28,2.466666666666667
Janet Everhard,VoteEverhard,,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,None,-17.360001,34.400002,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,15,3.6666666666666665
Jill Schiller,Vote4Schiller,jillschill,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-17.360001,54.200001,Yes,,No,No,No,No,No,Yes,,,Yes,,,,,,,,,,,True,1,9,39,0,10,1,10,29,9,0,0,2,2,2,0,3,8,458,105,88,265,2.6986899563318776
William Smith,,,OH,U.S. House Ohio District 2,Representative,Regular,5/8/18,Lost,None,None,-17.360001,11.4,No,,No,No,No,No,No,No,,,No,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,
Cody James Slatzer-Rose,,,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Lost,None,None,-31.23,16.15,No,,No,No,No,No,Yes,No,,,No,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,
Janet Garrett,Janet4OH,,OH,U.S. House Ohio District 4,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-31.23,83.849998,Yes,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,11,31,0,11,6,6,13,12,0,3,10,10,11,0,15,45,837,195,186,456,2.6236559139784945
James Neu Jr.,Neu4Congress,,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Lost,None,None,-23.809999,26.700001,No,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,5,0,0,1,0,1,15,1,1,2,1,1,1,1,3,5,261,46,66,149,2.789272030651341
John Michael Galbraith,OH5forGalbraith,,OH,U.S. House Ohio District 5,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-23.809999,73.199997,Yes,,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,61,55,2,4,2,13,60,35,0,19,2,2,2,9,10,39,1164,373,260,531,2.2714776632302405
Shawna Roberts,RobertsOhioD6,,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-37.610001,74.5,Yes,,No,No,No,No,No,No,,,,,,,,,,Yes,,,,True,1,38,42,5,10,23,16,36,6,1,2,15,15,16,0,2,14,1270,301,280,689,2.6110236220472443
Werner Lange,lange4congress,,OH,U.S. House Ohio District 6,Representative,Regular,5/8/18,Lost,None,None,-37.610001,25.5,No,,No,No,No,No,No,No,,,,,,,,,,No,,,,True,0,6,5,0,0,1,2,6,1,0,1,0,0,0,0,0,7,70,28,19,23,1.8571428571428572
Ken Harbaugh,Team_Harbaugh,,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-27.18,80.199997,Yes,,Yes,No,No,No,No,No,Yes,,No,,,,,,,,,Yes,,True,2,3,22,0,3,0,4,38,1,0,0,0,0,0,0,5,0,427,39,37,351,3.46135831381733
Patrick Pikus,,,OH,U.S. House Ohio District 7,Representative,Regular,5/8/18,Lost,None,None,-27.18,19.799999,No,,No,No,No,No,No,No,No,,No,,,,,,,,,No,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,
Bill Ebben,bill_ebben,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,12.18,No,,Yes,No,No,No,No,No,,,No,,,,,,,,,,,True,0,4,2,0,4,1,1,0,1,0,0,0,0,0,0,0,13,56,27,13,16,1.6071428571428572
Matthew Guyette,,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,13.63,No,,No,Yes,No,No,No,No,,,No,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,
Ted Jones,TJones4Congress,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Lost,None,None,-34.779999,16.280001000000002,No,,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,4,8,0,0,0,3,1,0,0,0,0,0,0,0,0,13,107,37,34,36,1.9813084112149533
Vanessa Enoch,DrVEnoch,,OH,U.S. House Ohio District 8,Representative,Regular,5/8/18,Advanced,None,On the Ballot,-34.779999,57.91,Yes,Nonwhite,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,17,64,4,13,6,17,32,13,0,4,5,5,5,0,5,11,843,195,153,495,2.711743772241993
Constance Johnson,ConstanceForOH,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Lost,None,None,-38.209999,38.619999,No,Nonwhite,No,No,Yes,No,No,No,,,,,,,Yes,,,,,,,True,1,9,25,6,11,0,19,20,2,0,11,0,0,0,8,1,7,469,101,91,277,2.7505330490405115
Drew Edmondson,DrewForOklahoma,,OK,Governor of Oklahoma,Governor,Regular,6/26/18,Advanced,None,On the Ballot,-38.209999,61.380001,Yes,White,Yes,No,Yes,No,No,No,,,,,,,No,,,,,,,True,0,1,31,2,0,0,40,4,11,0,0,0,0,0,0,1,1,855,117,155,583,3.0900584795321637
Amanda Douglas,Amanda4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,32.41,,,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,6,0,1,0,0,4,1,0,0,0,0,0,0,1,0,1,158,30,32,96,2.8354430379746836
David Matthew Hullum,,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,5.02,,,No,No,No,No,No,No,,,No,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,
Gwendolyn Fields,Cd1Gwen,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,19.620001,,,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.0
Mark Keeter,Keeter4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Lost,None,,-31.959999,8.46,,,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,19,8,8,3,1.4736842105263157
Tim Gilpin,Gilpin4Congress,,OK,U.S. House Oklahoma District 1,Representative,Regular,6/26/18,Advanced,On the Ballot,,-31.959999,34.48,,,No,No,No,No,No,No,,,No,,,,,,,,,,,True,0,3,2,0,1,1,10,2,0,0,0,0,0,0,1,0,2,160,7,6,147,3.75
Clay Padgett,Claypadgett2,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009998,24.23,,,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,7,3.3333333333333335
Elijah McIntosh,EliForCongress,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,-49.009998,19.02,,Nonwhite,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,5,0,0,0,4,1,1,0,1,0,0,0,0,0,2,82,17,14,51,2.8292682926829267
Jason Nichols,jmnichols75,jn4ush,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Advanced,On the Ballot,,-49.009998,37.880001,,Nonwhite,No,No,Yes,No,Yes,No,,,,,,,,,,,,,,True,0,0,9,0,1,0,8,7,1,0,3,0,0,0,0,1,1,381,49,65,267,3.1443569553805775
Virginia Jenner,,,OK,U.S. House Oklahoma District 2,Representative,Regular,6/26/18,Lost,None,,-49.009998,18.860001,,,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,0,0,
Frankie Robbins,RobbinsforOK,,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Advanced,None,On the Ballot,-54.009998,64.839996,Yes,,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Murray Thibodeaux,murray4congress,MurrayThibodeau,OK,U.S. House Oklahoma District 3,Representative,Regular,6/26/18,Lost,None,None,-54.009998,35.16,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,9,3.8
Fred Gipson,gipson4congress,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,30.360001,,,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,50,13,5,32,2.76
Mallory Varner,,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,,-39.130001,18.610001,,,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,
Mary Brannon,ElectBrannon,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Advanced,On the Ballot,,-39.130001,34.360001000000004,,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,2,7,0,1,0,2,10,8,0,0,0,0,0,0,0,12,106,44,30,32,1.7735849056603774
Roxann Klutts,,,OK,U.S. House Oklahoma District 4,Representative,Regular,6/26/18,Lost,None,,-39.130001,16.67,,,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,
Eddie Porter,eddiep00,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,10.63,,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,5,0,0,0,3,0,1,0,0,0,0,0,0,0,3,23,4,3,16,3.0434782608695654
Elysabeth Britt,ElysabethBritt,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,13.51,,,Yes,Yes,No,No,No,No,,,,,,,,,,,,,,True,0,32,4,3,0,0,19,3,0,0,2,0,0,0,5,4,5,311,61,47,203,2.9131832797427655
Kendra Horn,RepKendraHorn,HornForCongress,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,43.84,,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,5,28,0,5,0,24,8,5,0,1,0,0,0,4,4,7,590,80,92,418,3.145762711864407
Leona Kelley-Leonard,Leona_CD5OK,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,8.4200001,,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Guild,guild4congress,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Advanced,On the Ballot,,-17.18,17.91,,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,34,40,1,17,13,19,25,47,2,8,0,0,2,5,1,179,1442,388,283,771,2.53120665742025
Tyson Todd Meade,,,OK,U.S. House Oklahoma District 5,Representative,Regular,6/26/18,Lost,None,,-17.18,5.6900001,,,No,Yes,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,
Eric Burnette,EricBurnetteOR,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,4.619999900000002,No,,No,No,No,No,No,No,,,,,,,Yes,,,,Yes,,,True,2,0,2,0,0,0,0,1,0,0,3,0,0,0,0,1,0,78,4,7,67,3.6153846153846154
Jamie McLeod-Skinner,JamieforOregon,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-21.68,42.82,Yes,White,No,Yes,Yes,No,Yes,No,,,,,,,,,,Yes,,,,True,1,7,54,0,12,3,23,42,11,0,21,3,3,3,2,5,12,764,143,84,537,3.031413612565445
Jennifer Neahring,,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,23.68,No,Nonwhite,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764,0,0,0,
Jim Crary,jim_crary,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,11.44,No,,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,14,20,0,3,0,5,7,1,0,7,0,0,2,0,2,3,356,15,32,309,3.651685393258427
Michael Byrne,congressmanbyr2,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,4.3000002,No,,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,40,11,7,22,2.55
Raz Mason,RazMason,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.3000002,No,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,2,0,0,7,0,3,10,2,0,50,0,0,0,1,0,15,313,123,80,110,1.9169329073482428
Timothy White,,,OR,U.S. House Oregon District 2,Representative,Regular,5/15/18,Lost,None,None,-21.68,5.8600001,No,,No,No,No,No,No,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,
Rachel Reddick,RachelReddick,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,35.330002,No,White,Yes,No,No,No,No,No,,Yes,Yes,,,,,,,,,Yes,,True,3,6,3,0,0,0,0,2,4,0,1,0,0,0,1,1,17,235,40,29,166,3.072340425531915
Scott Wallace,ScottWallacePA,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-0.63,56.48,Yes,White,No,No,No,Yes,No,No,,,Yes,,,,,,,,,,,True,1,38,27,8,3,9,4,17,14,0,11,1,1,2,3,0,74,413,106,67,240,2.648910411622276
Steve Bacher,SteveBacher,,PA,U.S. House Pennsylvania District 1,Representative,Regular,5/15/18,Lost,None,None,-0.63,8.1899996,No,White,No,No,No,No,No,No,,,Yes,,,,,,,,,,,True,1,14,5,1,1,0,4,5,0,0,6,0,0,0,0,0,4,120,12,17,91,3.316666666666667
Alan Howe,HoweDefendsUSA,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,10.81,No,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,6,1,0,0,0,1,0,5,0,0,0,0,0,0,0,7,91,20,19,52,2.7032967032967035
Eric Ding,DrEricDing,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,17.99,No,Nonwhite,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,9,17,1,7,5,10,11,1,0,4,0,0,0,1,9,44,514,180,117,217,2.1439688715953307
George Scott,GScott4Congress,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-10.86,36.330002,Yes,White,Yes,No,No,No,No,No,,,,,,,,,,,,,,True,0,14,26,1,3,0,5,18,3,0,4,1,1,2,2,7,9,533,64,119,350,3.073170731707317
Shavonnia Corbin-Johnson,SCJ4PA,,PA,U.S. House Pennsylvania District 10,Representative,Regular,5/15/18,Lost,None,None,-10.86,34.869999,No,Nonwhite,No,No,No,No,No,Yes,,Yes,,,,,,,,,,,,True,1,1,5,0,0,0,5,2,0,0,4,0,0,0,5,0,11,214,14,18,182,3.5700934579439254
Judy Herschel,JudyHerschel,,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Lost,None,None,-36.009998,49.610001,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marc Friedenberg,MarcForPA,,PA,U.S. House Pennsylvania District 12,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-36.009998,50.389999,Yes,White,No,No,No,No,Yes,No,,,Yes,,,,,,,,,,,True,1,10,18,0,6,0,7,9,8,1,5,0,0,0,1,3,17,560,122,87,351,2.817857142857143
Brent Ottaway,BrentforPA13,,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-45.43,100.0,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,61,11,6,44,3.081967213114754
Adam Sedlock,SedlockCampaign,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,23.879999,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,3,0,19,3.4545454545454546
Bibiana Boerio,Boerio4Congress,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-28.709999,43.200001,Yes,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,1,12,0,0,1,1,8,0,0,0,0,0,0,0,1,4,134,20,19,95,3.1194029850746268
Robert Solomon,SolomonPA14,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,19.040001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tom Prigg,Prigg4Pa,,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,-28.709999,13.89,No,White,Yes,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,56,49,0,31,3,24,76,18,0,28,4,4,5,5,4,142,1853,574,401,878,2.3281165677280087
Susan Boser,BoserforPA,,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Advanced,None,On the Ballot,-41.73,74.559998,Yes,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,2,11,0,1,0,6,19,1,0,2,2,2,3,1,2,0,208,24,34,150,3.2115384615384617
Wade Jodun,Jodun_for_PA5th,,PA,U.S. House Pennsylvania District 15,Representative,Regular,5/15/18,Lost,None,None,-41.73,25.440001,No,White,No,No,No,No,Yes,No,,,,,,,,,,,,,,True,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,4,3,9,2.625
Chris Rieger,RiegerForPA,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,24.92,No,White,No,No,No,No,No,No,,,,,,,,,,,,,,True,0,1,12,0,0,0,4,2,9,0,0,0,0,0,0,1,1,311,44,41,226,3.170418006430868
Robert Multari,,,PA,U.S. House Pennsylvania District 16,Representative,Regular,5/15/18,Lost,None,None,-18.73,15.11,No,,No,No,No,No,Yes,No,,,,,,,,,,,,,,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,
